,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
0,-0.5414578729619038,1,3,1,5,18,2,0.10206085086936444,3,4,-0.5435693854904105,3,2,4,-0.6594943106269636,1,-0.8891109303095581,4,-0.05853484028892777,-0.6222354293170421,2,0.868276076904637,0.8640983033991096,-0.6813722424644063,1.2021034153113355,1,3
1,1.1098877240076426,1,3,1,5,18,2,0.5914635323608224,4,4,-1.1870420227381264,3,2,1,-0.20071565975603242,1,-0.8891109303095581,4,1.5128702681386612,-0.6222354293170421,3,0.2003714023626086,0.8640983033991096,-0.3708341904487255,0.9028245567276005,1,3
2,0.3392597787551876,1,5,2,5,18,1,-0.509692500994958,4,4,-0.8900546517007191,2,3,1,1.1756202928567612,0,1.594053809112016,3,1.5128702681386612,-0.6222354293170421,3,2.649355209016713,2.661702401773449,-0.3708341904487255,2.399218849646275,1,4
3,0.449349485219824,1,0,0,2,11,2,0.10206085086936444,4,2,0.34739272762181167,2,5,4,0.25806299111489883,1,-0.061389350502366734,2,1.9842918006669379,-0.6222354293170421,2,-0.24489838066541036,0.5644976203367197,3.045084381723763,0.6035456981438655,1,3
4,2.541053908047916,1,3,1,5,18,2,0.8361648731065513,4,1,0.8918695745237253,3,2,1,2.551956245469555,1,-0.33729654377143053,4,-0.05853484028892777,-1.4140514581404255,3,-0.9128030552074389,-0.6339051119128403,-0.06029613843304474,-0.5935697361910744,1,3
5,-1.091906405285086,1,5,0,4,17,1,0.10206085086936444,2,4,-1.6820209744671388,3,3,1,-0.6594943106269636,1,1.594053809112016,3,-0.21567535113168668,0.961396628329725,2,0.6456411853906276,0.8640983033991096,-0.3708341904487255,0.9028245567276005,1,4
6,1.440156843401552,1,3,2,5,14,2,-0.14264048987636452,4,4,-0.5930672806633117,3,1,2,2.0931775945986235,1,-0.061389350502366734,4,-1.0013779053454812,-0.6222354293170421,3,-0.9128030552074389,-0.6339051119128403,-0.06029613843304474,-0.5935697361910744,1,3
7,-0.9818166988204496,0,5,1,4,17,2,-0.9990951824864159,2,1,0.0504053565844043,1,1,2,2.0931775945986235,0,-0.6132037370404942,4,-0.05853484028892777,0.961396628329725,3,0.2003714023626086,0.8640983033991096,0.2502419135826361,0.9028245567276005,0,3
8,-0.10109904710335814,0,5,2,4,17,0,-0.14264048987636452,3,1,-0.14758622410720063,4,3,1,-0.20071565975603242,1,-0.33729654377143053,1,-0.05853484028892777,-0.6222354293170421,3,0.4230062938766181,0.8640983033991096,-0.6813722424644063,0.30426683956013056,1,3
9,0.11908036582591472,0,5,1,4,17,2,-0.9990951824864159,3,3,0.7433758890050216,3,3,3,0.71684164198583,0,-0.33729654377143053,4,-0.05853484028892777,0.961396628329725,4,-1.1354379467214484,-1.2331064780376202,-0.6813722424644063,-1.1921274533585444,1,3
10,0.7796186046137333,1,4,1,4,17,0,1.814970236089467,3,1,-0.8405567565278179,1,1,3,-0.20071565975603242,1,-0.33729654377143053,3,-0.21567535113168668,1.7532126571531086,3,-0.24489838066541036,-0.6339051119128403,-0.3708341904487255,0.0049879809763955655,1,3
11,1.1098877240076426,0,4,0,5,18,1,-0.7543938417406869,3,4,-0.8405567565278179,3,4,3,-0.20071565975603242,0,-0.8891109303095581,4,2.769994354880732,-0.6222354293170421,2,-0.24489838066541036,-0.6339051119128403,2.734546329708082,2.6984977082300103,1,3
12,-0.7616372858911767,1,3,0,5,18,2,2.1820222472080606,5,3,1.6343380021172438,3,2,4,2.0931775945986235,1,2.1458681956501438,4,-0.05853484028892777,-0.6222354293170421,2,0.4230062938766181,0.8640983033991096,1.4923941216453593,0.9028245567276005,1,4
13,-0.8717269923558132,1,5,1,5,14,2,0.10206085086936444,3,3,1.6343380021172438,3,1,3,-0.6594943106269636,1,-1.165018123578622,3,-1.4727994378737579,2.545028685976492,3,-1.1354379467214484,-1.2331064780376202,-0.6813722424644063,-1.1921274533585444,1,3
14,0.5594391916844604,1,4,0,4,17,1,1.2032168842251447,3,3,-0.44457359514460804,4,1,3,1.6343989437276925,0,-0.8891109303095581,4,-0.5299563728172044,-0.6222354293170421,3,-0.9128030552074389,-0.6339051119128403,-0.06029613843304474,-0.5935697361910744,0,3
15,-0.321278460032631,0,4,1,4,17,2,-0.14264048987636452,2,2,1.48584431659854,3,2,3,0.25806299111489883,1,-1.165018123578622,4,-0.05853484028892777,-0.6222354293170421,3,-0.24489838066541036,-0.9335057949752302,0.5607799655983169,-0.2942908776073394,1,3
16,0.22917007229055114,0,0,2,2,9,2,-0.7543938417406869,3,3,-1.0880462323923241,4,2,2,-0.20071565975603242,1,-0.061389350502366734,3,0.25574618139659006,0.16958059950634144,1,0.4230062938766181,-0.33430442885045025,0.2502419135826361,0.6035456981438655,1,3
17,2.1006950821893704,1,4,2,4,17,2,-0.020289819503500048,3,3,0.7433758890050216,3,4,4,2.0931775945986235,1,-1.165018123578622,3,-0.05853484028892777,-1.4140514581404255,2,0.868276076904637,0.8640983033991096,-0.3708341904487255,-0.8928485947748094,1,3
18,0.3392597787551876,0,4,1,4,17,2,-0.8767445121135514,1,4,0.9908653648695277,2,1,4,-1.1182729614978948,0,1.3181466158429522,4,-0.8442373945027223,-0.6222354293170421,2,-0.46753327217941987,-0.6339051119128403,-0.06029613843304474,-0.2942908776073394,1,4
19,-1.091906405285086,0,4,1,4,17,2,-0.26499116024922903,3,4,-0.5435693854904105,2,2,1,2.551956245469555,1,1.0422394225738885,1,-0.21567535113168668,-0.6222354293170421,1,0.2003714023626086,0.5644976203367197,-0.6813722424644063,0.9028245567276005,1,3
20,-0.8717269923558132,1,3,0,5,14,2,0.10206085086936444,3,4,0.842371679350824,3,1,2,-0.6594943106269636,1,-0.33729654377143053,4,-1.3156589270309988,-0.6222354293170421,3,-0.9128030552074389,-0.6339051119128403,-0.06029613843304474,-0.5935697361910744,1,3
